period_start,district,crime_head,cases_reported,source_name,source_url,data_granularity,data_classification
2023-02-01,Mysuru,Murder,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Mysuru,Kidnapping,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Mysuru,Cheating,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Hubballi-Dharwad,Theft,44,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Hubballi-Dharwad,Burglary,29,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Hubballi-Dharwad,Cyber Fraud,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Hubballi-Dharwad,Assault,22,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Hubballi-Dharwad,Robbery,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Hubballi-Dharwad,Murder,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Hubballi-Dharwad,Kidnapping,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Hubballi-Dharwad,Cheating,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Mangaluru,Theft,37,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Mangaluru,Burglary,28,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Mangaluru,Cyber Fraud,13,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Mangaluru,Assault,19,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Mangaluru,Robbery,8,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Mangaluru,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Mangaluru,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Mangaluru,Cheating,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Kalaburagi,Theft,41,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Kalaburagi,Burglary,13,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Kalaburagi,Cyber Fraud,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Kalaburagi,Assault,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Kalaburagi,Robbery,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Kalaburagi,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Kalaburagi,Kidnapping,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-02-01,Kalaburagi,Cheating,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Bengaluru Urban,Theft,174,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Bengaluru Urban,Burglary,75,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Bengaluru Urban,Cyber Fraud,70,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Bengaluru Urban,Assault,50,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Bengaluru Urban,Robbery,39,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Bengaluru Urban,Murder,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Bengaluru Urban,Kidnapping,12,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Bengaluru Urban,Cheating,27,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mysuru,Theft,90,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mysuru,Burglary,25,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mysuru,Cyber Fraud,33,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mysuru,Assault,29,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mysuru,Robbery,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mysuru,Murder,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mysuru,Kidnapping,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mysuru,Cheating,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Hubballi-Dharwad,Theft,56,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Hubballi-Dharwad,Burglary,26,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Hubballi-Dharwad,Cyber Fraud,25,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Hubballi-Dharwad,Assault,18,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Hubballi-Dharwad,Robbery,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Hubballi-Dharwad,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Hubballi-Dharwad,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Hubballi-Dharwad,Cheating,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mangaluru,Theft,35,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mangaluru,Burglary,20,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mangaluru,Cyber Fraud,20,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mangaluru,Assault,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mangaluru,Robbery,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mangaluru,Murder,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mangaluru,Kidnapping,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Mangaluru,Cheating,8,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Kalaburagi,Theft,40,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Kalaburagi,Burglary,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Kalaburagi,Cyber Fraud,17,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Kalaburagi,Assault,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Kalaburagi,Robbery,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Kalaburagi,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Kalaburagi,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-03-01,Kalaburagi,Cheating,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Bengaluru Urban,Theft,148,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Bengaluru Urban,Burglary,62,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Bengaluru Urban,Cyber Fraud,55,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Bengaluru Urban,Assault,49,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Bengaluru Urban,Robbery,32,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Bengaluru Urban,Murder,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Bengaluru Urban,Kidnapping,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Bengaluru Urban,Cheating,29,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mysuru,Theft,66,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mysuru,Burglary,27,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mysuru,Cyber Fraud,35,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mysuru,Assault,17,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mysuru,Robbery,19,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mysuru,Murder,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mysuru,Kidnapping,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mysuru,Cheating,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Hubballi-Dharwad,Theft,67,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Hubballi-Dharwad,Burglary,28,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Hubballi-Dharwad,Cyber Fraud,24,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Hubballi-Dharwad,Assault,19,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Hubballi-Dharwad,Robbery,11,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Hubballi-Dharwad,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Hubballi-Dharwad,Kidnapping,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Hubballi-Dharwad,Cheating,11,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mangaluru,Theft,54,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mangaluru,Burglary,28,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mangaluru,Cyber Fraud,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mangaluru,Assault,20,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mangaluru,Robbery,11,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mangaluru,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mangaluru,Kidnapping,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Mangaluru,Cheating,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Kalaburagi,Theft,41,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Kalaburagi,Burglary,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Kalaburagi,Cyber Fraud,11,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Kalaburagi,Assault,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Kalaburagi,Robbery,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Kalaburagi,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Kalaburagi,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-04-01,Kalaburagi,Cheating,8,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Bengaluru Urban,Theft,184,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Bengaluru Urban,Burglary,95,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Bengaluru Urban,Cyber Fraud,72,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Bengaluru Urban,Assault,54,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Bengaluru Urban,Robbery,36,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Bengaluru Urban,Murder,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Bengaluru Urban,Kidnapping,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Bengaluru Urban,Cheating,32,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mysuru,Theft,61,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mysuru,Burglary,28,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mysuru,Cyber Fraud,32,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mysuru,Assault,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mysuru,Robbery,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mysuru,Murder,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mysuru,Kidnapping,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mysuru,Cheating,13,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Hubballi-Dharwad,Theft,53,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Hubballi-Dharwad,Burglary,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Hubballi-Dharwad,Cyber Fraud,24,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Hubballi-Dharwad,Assault,13,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Hubballi-Dharwad,Robbery,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Hubballi-Dharwad,Murder,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Hubballi-Dharwad,Kidnapping,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Hubballi-Dharwad,Cheating,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mangaluru,Theft,43,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mangaluru,Burglary,26,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mangaluru,Cyber Fraud,22,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mangaluru,Assault,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mangaluru,Robbery,7,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mangaluru,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mangaluru,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Mangaluru,Cheating,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Kalaburagi,Theft,42,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Kalaburagi,Burglary,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Kalaburagi,Cyber Fraud,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Kalaburagi,Assault,12,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Kalaburagi,Robbery,8,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Kalaburagi,Murder,2,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Kalaburagi,Kidnapping,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-05-01,Kalaburagi,Cheating,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Bengaluru Urban,Theft,168,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Bengaluru Urban,Burglary,74,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Bengaluru Urban,Cyber Fraud,77,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Bengaluru Urban,Assault,58,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Bengaluru Urban,Robbery,42,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Bengaluru Urban,Murder,8,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Bengaluru Urban,Kidnapping,18,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Bengaluru Urban,Cheating,33,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mysuru,Theft,57,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mysuru,Burglary,35,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mysuru,Cyber Fraud,27,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mysuru,Assault,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mysuru,Robbery,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mysuru,Murder,4,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mysuru,Kidnapping,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mysuru,Cheating,16,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Hubballi-Dharwad,Theft,53,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Hubballi-Dharwad,Burglary,29,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Hubballi-Dharwad,Cyber Fraud,29,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Hubballi-Dharwad,Assault,21,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Hubballi-Dharwad,Robbery,17,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Hubballi-Dharwad,Murder,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Hubballi-Dharwad,Kidnapping,5,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Hubballi-Dharwad,Cheating,14,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mangaluru,Theft,39,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mangaluru,Burglary,19,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mangaluru,Cyber Fraud,27,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mangaluru,Assault,22,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mangaluru,Robbery,12,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mangaluru,Murder,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mangaluru,Kidnapping,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Mangaluru,Cheating,9,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Kalaburagi,Theft,33,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Kalaburagi,Burglary,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Kalaburagi,Cyber Fraud,15,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Kalaburagi,Assault,17,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Kalaburagi,Robbery,10,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Kalaburagi,Murder,3,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
2023-06-01,Kalaburagi,Kidnapping,6,Karnataka Crime Review (Sample),https://data.gov.in/catalog/crime-review-karnataka,monthly,public_aggregate_sample
